spine	classification	golden_pages	golden_fragments	golden_first	golden_last	golden_sha	historical_pages	historical_fragments	historical_first	historical_last	historical_sha	current_pages	current_fragments	current_first	current_last	current_sha
248	HISTORICAL_AND_CURRENT_SOURCE	13	445	19.25,257.49,337.49,22.10|274.59|ec21aaa5	37.66,498.20,274.55,22.10|514.70|7dd24250	5972f04be932d68e	13	444	19.25,257.49,337.49,22.10|274.59|ec21aaa5	37.66,476.10,274.55,22.10|492.60|7dd24250	ca4193ca6dc7e0b1	14	451	19.25,257.49,346.46,23.80|275.51|ec21aaa5	37.66,365.60,274.55,22.10|382.10|7dd24250	accd99f3249306e7
249	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|72e0f209	103.20,213.43,183.60,33.28|237.95|37995c40	745245ce35754c06	1	5	143.36,146.87,103.28,33.28|171.52|72e0f209	103.20,213.43,183.60,33.28|237.95|37995c40	745245ce35754c06	1	5	143.36,146.87,103.28,33.28|171.52|72e0f209	103.20,213.43,183.60,33.28|237.95|37995c40	745245ce35754c06
250	HISTORICAL_AND_CURRENT_SOURCE	15	516	19.25,257.49,337.49,22.10|274.59|08a9d9b1	37.66,520.30,161.50,22.10|536.80|656db60f	1f81c5fc95b5d361	15	513	19.25,257.49,333.24,22.10|274.59|08a9d9b1	37.66,454.00,161.50,22.10|470.50|656db60f	6ffd25ab4f8ef77d	16	523	19.25,257.49,342.21,23.80|275.51|08a9d9b1	37.66,630.80,161.50,22.10|647.30|656db60f	03dd05a76375c8d0
251	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|a3ddc25a	103.20,213.43,183.60,33.28|237.95|c85cdb90	509b3f82dccb6b57	1	5	143.36,146.87,103.28,33.28|171.52|a3ddc25a	103.20,213.43,183.60,33.28|237.95|c85cdb90	509b3f82dccb6b57	1	5	143.36,146.87,103.28,33.28|171.52|a3ddc25a	103.20,213.43,183.60,33.28|237.95|c85cdb90	509b3f82dccb6b57
252	HISTORICAL_AND_CURRENT_SOURCE	14	467	19.25,257.49,337.49,22.10|274.59|a577c583	37.66,233.00,274.55,22.10|249.50|b7a2f81e	177904343053c70b	14	466	19.25,257.49,333.24,22.10|274.59|a577c583	37.66,188.80,274.55,22.10|205.30|b7a2f81e	b12099007cdc4616	15	477	19.25,257.49,342.21,23.80|275.51|a577c583	37.66,233.00,274.55,22.10|249.50|b7a2f81e	30f742c146a3f751
253	UNCHANGED	1	1	15.66,29.00,4.35,22.10|46.09|abfbd10d	15.66,29.00,4.35,22.10|46.09|abfbd10d	6422bd6e577db1df	1	1	15.66,29.00,4.35,22.10|46.09|abfbd10d	15.66,29.00,4.35,22.10|46.09|abfbd10d	6422bd6e577db1df	1	1	15.66,29.00,4.35,22.10|46.09|abfbd10d	15.66,29.00,4.35,22.10|46.09|abfbd10d	6422bd6e577db1df
254	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
255	UNCHANGED	2	52	16.00,249.28,45.90,30.60|272.27|2366052c	168.66,284.00,169.86,22.10|300.43|f0523a43	2b286adb3e1e4b77	2	52	16.00,249.28,45.90,30.60|272.27|2366052c	168.66,284.00,169.86,22.10|300.43|f0523a43	2b286adb3e1e4b77	2	52	16.00,249.28,45.90,30.60|272.27|2366052c	168.66,284.00,169.86,22.10|300.43|f0523a43	2b286adb3e1e4b77
256	UNCHANGED	1	24	16.00,249.28,61.20,30.60|272.27|aa757848	15.66,725.28,34.00,22.10|741.71|5c6a9b1f	6d40e67d814fa310	1	24	16.00,249.28,61.20,30.60|272.27|aa757848	15.66,725.28,34.00,22.10|741.71|5c6a9b1f	6d40e67d814fa310	1	24	16.00,249.28,61.20,30.60|272.27|aa757848	15.66,725.28,34.00,22.10|741.71|5c6a9b1f	6d40e67d814fa310
257	UNCHANGED	1	3	169.50,253.69,51.00,22.10|270.67|9134b008	93.00,275.79,204.00,22.79|294.20|59a9e492	ad7087f348159ebf	1	3	169.50,253.69,51.00,22.10|270.67|9134b008	93.00,275.79,204.00,22.79|294.20|59a9e492	ad7087f348159ebf	1	3	169.50,253.69,51.00,22.10|270.67|9134b008	93.00,275.79,204.00,22.79|294.20|59a9e492	ad7087f348159ebf
258	CURRENT_SOURCE_ONLY	5	276	15.66,232.90,357.00,22.10|249.33|d91f666b	34.00,452.85,225.94,17.68|467.14|5f573b2c	93151c85bd2d78f5	5	276	15.66,232.90,357.00,22.10|249.33|d91f666b	34.00,452.85,225.94,17.68|467.14|5f573b2c	93151c85bd2d78f5	6	277	15.66,232.90,357.00,22.10|249.33|d91f666b	34.00,464.20,225.94,23.80|481.55|5f573b2c	39e900a0213ab77e
259	HISTORICAL_AND_CURRENT_SOURCE	10	485	16.00,249.28,153.00,30.60|272.27|cd25b767	34.00,665.06,225.94,17.68|679.35|5f573b2c	adc570f94c87d592	10	485	16.00,249.28,153.00,30.60|272.27|cd25b767	34.00,665.06,225.94,17.68|679.35|5f573b2c	60e536a7409dfab5	12	491	16.00,249.28,153.00,30.60|272.27|cd25b767	34.00,392.80,225.94,23.80|410.15|5f573b2c	d285d6d4929b8a98
260	HISTORICAL_AND_CURRENT_SOURCE	10	461	16.00,249.28,198.90,30.60|272.27|c0515732	34.00,65.05,225.94,17.68|79.35|5f573b2c	721a22c82cc6ce96	10	461	16.00,249.28,198.90,30.60|272.27|c0515732	34.00,65.05,225.94,17.68|79.35|5f573b2c	dba28cef0cd9a9e3	11	471	16.00,249.28,198.90,30.60|272.27|c0515732	34.00,630.80,225.94,23.80|648.15|5f573b2c	122ed57871b639a3
261	HISTORICAL_AND_CURRENT_SOURCE	9	427	16.00,249.28,183.60,30.60|272.27|09171075	34.00,594.32,225.94,17.68|608.61|5f573b2c	3c375cb832ca134a	9	426	16.00,249.28,183.60,30.60|272.27|09171075	34.00,594.32,225.94,17.68|608.61|5f573b2c	b18ef17cb9110470	11	431	16.00,249.28,183.60,30.60|272.27|09171075	34.00,273.80,225.94,23.80|291.15|5f573b2c	0de20f5df44bdaf7
262	UNCHANGED	1	3	169.50,253.69,51.00,22.10|270.67|50b57dc0	93.00,275.79,204.00,22.79|294.20|756b7aec	d5b35e18f5174b0d	1	3	169.50,253.69,51.00,22.10|270.67|50b57dc0	93.00,275.79,204.00,22.79|294.20|756b7aec	d5b35e18f5174b0d	1	3	169.50,253.69,51.00,22.10|270.67|50b57dc0	93.00,275.79,204.00,22.79|294.20|756b7aec	d5b35e18f5174b0d
263	CURRENT_SOURCE_ONLY	3	189	15.66,232.90,204.00,22.10|249.99|82cc4856	34.00,719.37,32.30,17.68|733.66|fa6e2616	183458efff976d5e	3	189	15.66,232.90,204.00,22.10|249.99|82cc4856	34.00,719.37,32.30,17.68|733.66|fa6e2616	183458efff976d5e	4	188	15.66,232.90,204.00,23.80|250.92|82cc4856	34.00,511.80,32.30,23.80|529.15|fa6e2616	621d38c77174a2c6
264	HISTORICAL_AND_CURRENT_SOURCE	22	881	16.00,249.28,143.84,30.60|272.27|5c6a24c0	34.00,684.00,32.30,17.68|698.29|fa6e2616	7177d33e9d08432a	22	884	16.00,249.28,143.84,30.60|272.27|5c6a24c0	34.00,719.37,32.30,17.68|733.66|fa6e2616	e26b3dc79aeeb273	25	904	16.00,249.28,143.84,30.60|272.27|5c6a24c0	34.00,178.60,32.30,23.80|195.95|fa6e2616	05286a4e1f431a70
265	HISTORICAL_AND_CURRENT_SOURCE	9	447	16.00,249.28,61.20,30.60|272.27|b8258093	34.00,701.69,32.30,17.68|715.98|fa6e2616	98d046dd0def4c45	9	447	16.00,249.28,61.20,30.60|272.27|b8258093	34.00,701.69,32.30,17.68|715.98|fa6e2616	a43db59a54ef8cfd	11	451	16.00,249.28,61.20,30.60|272.27|b8258093	34.00,83.40,32.30,23.80|100.75|fa6e2616	398002e341cd1f22
266	UNCHANGED	1	3	169.50,253.69,51.00,22.10|270.67|c59b4c14	82.80,275.79,224.40,22.79|294.20|85ab897e	790ea23e4cf9c6d9	1	3	169.50,253.69,51.00,22.10|270.67|c59b4c14	82.80,275.79,224.40,22.79|294.20|85ab897e	790ea23e4cf9c6d9	1	3	169.50,253.69,51.00,22.10|270.67|c59b4c14	82.80,275.79,224.40,22.79|294.20|85ab897e	790ea23e4cf9c6d9
267	UNCHANGED	1	11	15.66,232.90,357.00,22.10|249.33|c91704a3	15.66,409.70,68.00,22.10|426.13|282c103a	c541b40c0dd52454	1	11	15.66,232.90,357.00,22.10|249.33|c91704a3	15.66,409.70,68.00,22.10|426.13|282c103a	c541b40c0dd52454	1	11	15.66,232.90,357.00,22.10|249.33|c91704a3	15.66,409.70,68.00,22.10|426.13|282c103a	c541b40c0dd52454
268	HISTORICAL_AND_CURRENT_SOURCE	6	230	16.00,249.28,168.30,30.60|272.27|0bcc3850	34.00,12.00,153.18,17.68|26.29|72222e51	6fb673fe15aef88a	6	230	16.00,249.28,168.30,30.60|272.27|0bcc3850	34.00,12.00,153.18,17.68|26.29|72222e51	38112f2b5b9b068a	6	233	16.00,249.28,168.30,30.60|272.27|0bcc3850	34.00,559.40,153.18,23.80|576.75|72222e51	c068b1d059a67f4b
269	HISTORICAL_AND_CURRENT_SOURCE	8	309	16.00,249.28,122.40,30.60|272.27|e9aebbdf	34.00,418.74,153.18,17.68|433.03|72222e51	0bd2887f58fdbee7	8	309	16.00,249.28,122.40,30.60|272.27|e9aebbdf	34.00,418.74,153.18,17.68|433.03|72222e51	169f1274a5f0c68d	9	316	16.00,249.28,122.40,30.60|272.27|e9aebbdf	34.00,416.60,153.18,23.80|433.95|72222e51	9481e7c0b75ec0cb
270	HISTORICAL_AND_CURRENT_SOURCE	12	517	16.00,249.28,122.40,30.60|272.27|ff8c6ec0	34.00,171.16,153.18,17.68|185.45|72222e51	b7bfbdb0c6d1f93b	12	514	16.00,249.28,122.40,30.60|272.27|ff8c6ec0	34.00,171.16,153.18,17.68|185.45|72222e51	c07b1c83b695d917	13	522	16.00,249.28,122.40,30.60|272.27|ff8c6ec0	34.00,416.60,153.18,23.80|433.95|72222e51	ab039b431787e335
271	HISTORICAL_AND_CURRENT_SOURCE	22	983	16.00,249.28,122.40,30.60|272.27|9d6ba82a	34.00,383.37,153.18,17.68|397.66|72222e51	cc5dc5959e3f6b7f	22	983	16.00,249.28,122.40,30.60|272.27|9d6ba82a	34.00,383.37,153.18,17.68|397.66|72222e51	0024b6f7e1e622ac	24	999	16.00,249.28,122.40,30.60|272.27|9d6ba82a	34.00,630.80,153.18,23.80|648.15|72222e51	76fd1d51f0f4d32c
272	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	076dc7087e165c2e	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	076dc7087e165c2e	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	076dc7087e165c2e
273	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
274	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
275	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
276	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
277	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
278	CURRENT_SOURCE_ONLY	16	27	141.70,29.85,17.69,23.21|47.80|0cff3c9b	170.70,543.80,48.61,19.12|558.80|f379108b	9abf0b479015da68	16	27	141.70,29.85,17.69,23.21|47.80|0cff3c9b	170.70,543.80,48.61,19.12|558.80|f379108b	9abf0b479015da68	16	27	140.46,29.85,18.19,24.99|48.77|0cff3c9b	172.10,543.80,45.81,21.42|560.02|f379108b	35f58e77e2a2fcc4
279	CURRENT_SOURCE_ONLY	5	18	130.59,29.85,17.69,23.21|47.80|e0d5a9cb	174.12,543.80,41.76,19.12|558.80|61022c23	23811d4555c21942	5	18	130.59,29.85,17.69,23.21|47.80|e0d5a9cb	174.12,543.80,41.76,19.12|558.80|61022c23	23811d4555c21942	5	18	129.10,29.85,18.19,24.99|48.77|e0d5a9cb	175.12,543.80,39.76,21.42|560.02|61022c23	2e03afb78c10dc98
280	CURRENT_SOURCE_ONLY	12	748	15.66,232.90,187.00,22.10|249.33|eba3658d	34.00,241.90,96.42,17.68|256.19|31f6ceea	e1a1155dad9908b6	12	748	15.66,232.90,187.00,22.10|249.33|eba3658d	34.00,241.90,96.42,17.68|256.19|31f6ceea	e1a1155dad9908b6	15	749	15.66,232.90,187.00,22.10|249.33|eba3658d	34.00,583.20,96.42,23.80|600.55|31f6ceea	acac8e0534cc2ae2
281	HISTORICAL_AND_CURRENT_SOURCE	25	1230	16.00,247.92,183.60,30.60|270.91|690b9344	34.00,47.37,96.42,17.68|61.66|31f6ceea	330d45a823dd26c0	25	1232	16.00,247.92,183.60,30.60|270.91|690b9344	34.00,47.37,96.42,17.68|61.66|31f6ceea	c33725aed45f8a3c	29	1244	16.00,247.92,183.60,30.60|270.91|690b9344	34.00,678.40,96.42,23.80|695.75|31f6ceea	f3854aead4cf8573
282	HISTORICAL_AND_CURRENT_SOURCE	26	1257	16.00,247.92,229.50,30.60|270.91|96b5f4a7	34.00,153.47,96.42,17.68|167.77|31f6ceea	90b683ff7aec52be	26	1257	16.00,247.92,229.50,30.60|270.91|96b5f4a7	34.00,153.47,96.42,17.68|167.77|31f6ceea	6ca6df1238659eb9	31	1272	16.00,247.92,229.50,30.60|270.91|96b5f4a7	34.00,154.80,96.42,23.80|172.15|31f6ceea	128b7f7fbd6dc447
283	HISTORICAL_AND_CURRENT_SOURCE	21	1104	16.00,247.92,220.34,30.60|270.91|4c234be1	34.00,471.79,96.42,17.68|486.08|31f6ceea	1374af143d08b722	21	1104	16.00,247.92,220.34,30.60|270.91|4c234be1	34.00,471.79,96.42,17.68|486.08|31f6ceea	f671d2d7e1bc46c3	25	1113	16.00,247.92,220.34,30.60|270.91|4c234be1	34.00,678.40,96.42,23.80|695.75|31f6ceea	4f4a08ed3f9015b3
284	HISTORICAL_AND_CURRENT_SOURCE	21	1155	16.00,247.92,137.70,30.60|270.91|a4e2d4ec	34.00,772.42,96.42,17.68|786.72|31f6ceea	6a07a248d36da8b2	21	1155	16.00,247.92,137.70,30.60|270.91|a4e2d4ec	34.00,754.74,96.42,17.68|769.03|31f6ceea	b0dd6be8e40279aa	26	1158	16.00,247.92,137.70,30.60|270.91|a4e2d4ec	34.00,250.00,96.42,23.80|267.35|31f6ceea	9baad135fa03283b
285	HISTORICAL_AND_CURRENT_SOURCE	38	1805	16.00,247.92,198.90,30.60|270.91|4479ed23	34.00,312.63,96.42,17.68|326.92|31f6ceea	1263aba16b3da30d	38	1804	16.00,247.92,198.90,30.60|270.91|4479ed23	34.00,312.63,96.42,17.68|326.92|31f6ceea	2df6f37e0a177252	44	1838	16.00,247.92,198.90,30.60|270.91|4479ed23	34.00,583.20,96.42,23.80|600.55|31f6ceea	2fd5b4ab575441a9
286	HISTORICAL_AND_CURRENT_SOURCE	28	1254	16.00,247.92,122.40,30.60|270.91|db7a5ca3	34.00,12.00,96.42,17.68|26.29|31f6ceea	bead2d73093e8865	28	1254	16.00,247.92,122.40,30.60|270.91|db7a5ca3	34.00,12.00,96.42,17.68|26.29|31f6ceea	521ac864c4912849	33	1271	16.00,247.92,122.40,30.60|270.91|db7a5ca3	34.00,321.40,96.42,23.80|338.75|31f6ceea	a7c8a550ae273374
287	HISTORICAL_AND_CURRENT_SOURCE	14	811	16.00,247.92,61.20,30.60|270.91|9b2b64f5	34.00,153.47,96.42,17.68|167.77|31f6ceea	e13935524f5ab387	14	811	16.00,247.92,61.20,30.60|270.91|9b2b64f5	34.00,153.47,96.42,17.68|167.77|31f6ceea	0ae06852f78d21d3	18	816	16.00,247.92,61.20,30.60|270.91|9b2b64f5	34.00,12.00,96.42,23.80|29.35|31f6ceea	ad74a0821f95858a
288	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	9d04e09328263b8b	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	9d04e09328263b8b	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	9d04e09328263b8b
289	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
290	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
291	CURRENT_SOURCE_ONLY	11	22	141.70,29.85,17.69,23.21|47.80|7f327f7e	174.12,543.80,41.76,19.12|558.80|720f3fd0	cbf7573fc3401d13	11	22	141.70,29.85,17.69,23.21|47.80|7f327f7e	174.12,543.80,41.76,19.12|558.80|720f3fd0	cbf7573fc3401d13	11	22	140.46,29.85,18.19,24.99|48.77|7f327f7e	175.11,543.80,39.78,21.42|560.02|720f3fd0	b180ee7812f2f81a
292	CURRENT_SOURCE_ONLY	12	697	15.66,232.90,357.00,22.10|249.33|e2b41d43	228.70,118.11,112.89,17.68|132.40|7aebad3a	4c92a398fe196a3f	12	697	15.66,232.90,357.00,22.10|249.33|e2b41d43	228.70,118.11,112.89,17.68|132.40|7aebad3a	4c92a398fe196a3f	15	697	15.66,232.90,357.00,22.10|249.33|e2b41d43	228.70,369.00,112.89,23.80|386.35|7aebad3a	b2ffe611e39f50fd
293	HISTORICAL_AND_CURRENT_SOURCE	16	896	16.00,247.92,153.00,30.60|270.91|a433bd70	228.70,595.58,112.89,17.68|609.87|7aebad3a	f6da04b8c89103c8	16	896	16.00,247.92,153.00,30.60|270.91|a433bd70	228.70,595.58,112.89,17.68|609.87|7aebad3a	09f11334755c8802	20	906	16.00,247.92,153.00,30.60|270.91|a433bd70	228.70,607.00,112.89,23.80|624.35|7aebad3a	1d09507d975a0018
294	HISTORICAL_AND_CURRENT_SOURCE	29	1497	16.00,247.92,137.70,30.60|270.91|b8643c07	228.70,595.58,112.89,17.68|609.87|7aebad3a	f40df0f64af891fb	29	1496	16.00,247.92,137.70,30.60|270.91|b8643c07	228.70,595.58,112.89,17.68|609.87|7aebad3a	86e9fcd874208bc3	34	1519	16.00,247.92,137.70,30.60|270.91|b8643c07	228.70,749.80,112.89,23.80|767.15|7aebad3a	e7bdda38d43eebd8
295	HISTORICAL_AND_CURRENT_SOURCE	42	1896	16.00,247.92,137.70,30.60|270.91|6d1ae74a	228.70,100.42,112.89,17.68|114.71|7aebad3a	85d686cf2280b13c	42	1895	16.00,247.92,137.70,30.60|270.91|6d1ae74a	228.70,82.74,112.89,17.68|97.03|7aebad3a	5eefaee4530aec10	48	1918	16.00,247.92,137.70,30.60|270.91|6d1ae74a	228.70,464.20,112.89,23.80|481.55|7aebad3a	5307b777882eb4e1
296	HISTORICAL_AND_CURRENT_SOURCE	24	1140	16.00,247.92,107.10,30.60|270.91|0d0b4b92	228.70,294.95,112.89,17.68|309.24|7aebad3a	6e4ff37285a16805	24	1139	16.00,247.92,107.10,30.60|270.91|0d0b4b92	228.70,294.95,112.89,17.68|309.24|7aebad3a	05eb6a7cbe26d4fb	28	1158	16.00,247.92,107.10,30.60|270.91|0d0b4b92	228.70,773.60,112.89,23.80|790.95|7aebad3a	2e204ea27f675f37
297	HISTORICAL_AND_CURRENT_SOURCE	25	1157	16.00,247.92,137.70,30.60|270.91|c0579e8a	228.70,12.00,112.89,17.68|26.29|7aebad3a	59f491fc4a119b00	25	1156	16.00,247.92,137.70,30.60|270.91|c0579e8a	228.70,12.00,112.89,17.68|26.29|7aebad3a	badef66419d2c9f1	29	1169	16.00,247.92,137.70,30.60|270.91|c0579e8a	228.70,630.80,112.89,23.80|648.15|7aebad3a	de12ed874cb21c95
298	HISTORICAL_AND_CURRENT_SOURCE	45	2016	16.00,247.92,107.10,30.60|270.91|1b2f2067	228.70,719.37,112.89,17.68|733.66|7aebad3a	b3f24f5fcf6816b1	45	2016	16.00,247.92,107.10,30.60|270.91|1b2f2067	228.70,719.37,112.89,17.68|733.66|7aebad3a	c620d2532cd8935b	53	2069	16.00,247.92,107.10,30.60|270.91|1b2f2067	228.70,178.60,112.89,23.80|195.95|7aebad3a	1330089a9ae0d8a5
299	HISTORICAL_AND_CURRENT_SOURCE	27	1220	16.00,247.92,137.70,30.60|270.91|90f96215	228.70,135.79,112.89,17.68|150.08|7aebad3a	40542f1d3d721387	27	1218	16.00,247.92,137.70,30.60|270.91|90f96215	228.70,100.42,112.89,17.68|114.71|7aebad3a	0e794bd4d27a5f3a	31	1238	16.00,247.92,137.70,30.60|270.91|90f96215	228.70,797.40,112.89,23.80|814.75|7aebad3a	f057f91aa8eb6cd3
300	HISTORICAL_AND_CURRENT_SOURCE	13	750	16.00,247.92,76.50,30.60|270.91|907dfa50	228.70,401.05,112.89,17.68|415.35|7aebad3a	31f78712e47724fc	13	751	16.00,247.92,76.50,30.60|270.91|907dfa50	228.70,418.74,112.89,17.68|433.03|7aebad3a	e7af350e2745dd12	17	755	16.00,247.92,76.50,30.60|270.91|907dfa50	228.70,131.00,112.89,23.80|148.35|7aebad3a	26fbd8af654aa3dd
301	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	4b2f9ddeb215aa09	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	4b2f9ddeb215aa09	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	4b2f9ddeb215aa09
302	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
303	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
304	CURRENT_SOURCE_ONLY	1	12	141.70,29.85,17.69,23.21|47.80|6bc42385	175.44,639.13,39.12,19.12|654.14|260fbd8e	f3ecaae099e4a47e	1	12	141.70,29.85,17.69,23.21|47.80|6bc42385	175.44,639.13,39.12,19.12|654.14|260fbd8e	f3ecaae099e4a47e	1	12	140.46,29.85,18.19,24.99|48.77|6bc42385	176.68,640.92,36.65,21.42|657.14|260fbd8e	ad89f1d131ee692b
305	UNCHANGED	1	1	15.66,29.00,4.35,22.10|46.09|abfbd10d	15.66,29.00,4.35,22.10|46.09|abfbd10d	6422bd6e577db1df	1	1	15.66,29.00,4.35,22.10|46.09|abfbd10d	15.66,29.00,4.35,22.10|46.09|abfbd10d	6422bd6e577db1df	1	1	15.66,29.00,4.35,22.10|46.09|abfbd10d	15.66,29.00,4.35,22.10|46.09|abfbd10d	6422bd6e577db1df
306	HISTORICAL_AND_CURRENT_SOURCE	1	21	16.00,247.92,198.90,30.60|270.91|1ae9b123	15.66,778.32,46.54,22.10|795.42|edd8434f	0d72e45ef14abf81	1	21	16.00,247.92,198.90,30.60|270.91|1ae9b123	15.66,778.32,46.54,22.10|795.42|edd8434f	7bf7a9631171fd90	2	22	16.00,247.92,198.90,30.60|270.91|1ae9b123	15.66,35.80,168.98,23.80|53.82|32c8c905	0ad18af736ba5328
307	HISTORICAL_AND_CURRENT_SOURCE	29	939	16.00,247.92,198.90,30.60|270.91|15d98f20	34.00,241.90,225.78,17.68|256.19|754db52b	52eeb54e9b06044f	29	939	16.00,247.92,198.90,30.60|270.91|15d98f20	34.00,241.90,225.78,17.68|256.19|754db52b	bec357988f1790fc	32	971	16.00,247.92,198.90,30.60|270.91|15d98f20	34.00,464.20,225.78,23.80|481.55|754db52b	5eaed4c8f058d7b9
308	HISTORICAL_AND_CURRENT_SOURCE	5	164	16.00,247.92,168.30,30.60|270.91|d04aa3e6	34.00,798.07,258.08,17.68|812.36|139bf9c5	d7b8db9d2a0fe4db	5	164	16.00,247.92,168.30,30.60|270.91|d04aa3e6	34.00,798.07,258.08,17.68|812.36|139bf9c5	ccc377623e14b233	6	167	16.00,247.92,168.30,30.60|270.91|d04aa3e6	34.00,488.00,258.08,23.80|505.35|139bf9c5	6e239eaad4d8e95e
