utc,monotonic_s,scenario,pid,kind,cpu_ps_percent,cpu_total_s,rss_mib
2026-09-07T17:15:28.312429+00:00,347700.565,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.547
2026-09-07T17:15:28.312433+00:00,347700.565,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:29.331930+00:00,347701.576,snapshot-settled-after-default-off-continuous,82878,reader,6.5,12.890,638.266
2026-09-07T17:15:29.331972+00:00,347701.576,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.594
2026-09-07T17:15:29.331978+00:00,347701.576,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.438
2026-09-07T17:15:29.331990+00:00,347701.576,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.594
2026-09-07T17:15:29.331994+00:00,347701.576,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.547
2026-09-07T17:15:29.331997+00:00,347701.576,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:30.321830+00:00,347702.584,snapshot-settled-after-default-off-continuous,82878,reader,9.5,12.990,638.328
2026-09-07T17:15:30.321972+00:00,347702.584,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:30.321978+00:00,347702.584,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.438
2026-09-07T17:15:30.321985+00:00,347702.584,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:30.321988+00:00,347702.584,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:30.321991+00:00,347702.584,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:31.331956+00:00,347703.593,snapshot-settled-after-default-off-continuous,82878,reader,1.5,13.030,638.328
2026-09-07T17:15:31.332005+00:00,347703.593,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:31.332010+00:00,347703.593,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:31.332014+00:00,347703.593,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:31.332018+00:00,347703.593,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:31.332021+00:00,347703.593,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:32.343913+00:00,347704.603,snapshot-settled-after-default-off-continuous,82878,reader,21.8,13.280,640.141
2026-09-07T17:15:32.343951+00:00,347704.603,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:32.343956+00:00,347704.603,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:32.343960+00:00,347704.603,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:32.343962+00:00,347704.603,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:32.343965+00:00,347704.603,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:33.342103+00:00,347705.608,snapshot-settled-after-default-off-continuous,82878,reader,13.1,13.380,654.938
2026-09-07T17:15:33.342152+00:00,347705.608,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:33.342158+00:00,347705.608,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:33.342161+00:00,347705.608,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:33.342163+00:00,347705.608,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:33.342166+00:00,347705.608,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:34.367774+00:00,347706.619,snapshot-settled-after-default-off-continuous,82878,reader,7.0,13.420,641.000
2026-09-07T17:15:34.367822+00:00,347706.619,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:34.367828+00:00,347706.619,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:34.367831+00:00,347706.619,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:34.367834+00:00,347706.619,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:34.367838+00:00,347706.619,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:35.378881+00:00,347707.623,snapshot-settled-after-default-off-continuous,82878,reader,8.8,13.560,641.266
2026-09-07T17:15:35.378933+00:00,347707.623,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:35.378939+00:00,347707.623,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:35.378943+00:00,347707.623,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:35.378946+00:00,347707.623,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:35.378949+00:00,347707.623,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:36.384415+00:00,347708.634,snapshot-settled-after-default-off-continuous,82878,reader,12.0,13.640,655.969
2026-09-07T17:15:36.384471+00:00,347708.634,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:36.384477+00:00,347708.634,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:36.384481+00:00,347708.634,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:36.384484+00:00,347708.634,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:36.384487+00:00,347708.634,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
